clean_article_text,clean_summary_text
"Liputan6 . com , Tuban : Kiai Haji Abdullah Faqih , Pemimpin Pondok Pesantren Langitan , Tuban , Jawa Timur , meminta kelompok Saifullah Yusuf atau Gus Ipul islah atau berdamai dengan Ketua Dewan Syuro PKB Kiai Haji Abdurrahman Wahid atau Gus Dur . Permintaan itu disampaikan Kiai Faqih melalui Saifullah Yusuf , Mahfud Md . dan Khofifah Indar Parawansa yang berkunjung ke pesantrennya , Sabtu ( 23/4 ) . Pertemuan juga dihadiri Ketua DPW PKB Jatim Choirul Anam . Seperti dikemukakan Mahfud , Kiai Faqih menganjurkan permasalahan PKB diselesaikan lewat islah daripada menempuh jalur pengadilan . Secara pribadi , Mahfud juga lebih memilih jalan damai untuk menyelesaikan konflik yang berawal dari keputusan Gus Dur memecat Ketua Umum PKB Alwi Shihab dan Sekjen Saifullah Yusuf . "" PKB , dulu diselamatkan dengan tidak mudah , "" kata Mahfud , "" siapa pun yang menang tidak akan untung . "" Perseteruan dengan Gus Dur memuncak ketika Alwi Shihab dan Saifullah mendaftarkan gugatan perdata terhadap PKB kubu Muhaimin Iskandar dan Gus Dur di Pengadilan Negeri Jakarta Selatan . Gugatan ini terkait dengan keabsahan pemberhentian mereka sebagai pengurus PKB . Mereka juga telah menyurati Menteri Hukum dan HAM Hamid Awaluddin agar tidak menerima pengajuan pengesahan pengurus Dewan Pimpinan Pusat Partai Kebangkitan Bangsa hasil Muktamar ke-2 di Semarang , Jawa Tengah [ baca : Kubu Alwi Meminta Hasil Muktamar Tak Disahkan ] . Sementara itu , lebih dari 100 kader PKB berunjuk rasa di Kantor Dewan Pimpinan Cabang Pasuruan . Mereka menuntut pertanggungjawaban utusan PPC PKB Pasuruan yang dianggap berkhianat kepada muktamar dan kepada Gus Dur . Dalam muktamar di Semarang , DPW PKB Jatim termasuk yang menolak Gus Dur kembali duduk sebagai ketua Dewan Syuro . Pengunjuk rasa menyegel Kantor DPC dengan mengelas bagian pintu . Pengunjuk rasa juga sempat mendatangi rumah Ketua DPC PKB Pasuruan Misbach Munir , namun yang bersangkutan tidak berada di rumah . ( YYT/Mohammad Khodim dan Dandi Arigafur ) .",Konflik yang terjadi di PKB diminta diselesaikan melalui islah daripada lewat jalur pengadilan . Siapa pun yang menang lewat pengadilan dinilai tidak akan ada yang untung .
"Liputan6 . com , Tangerang : Mantan Deputi Kepala Badan Penyehatan Perbankan Nasional ( BPPN ) Bidang Asset Management Investment berinisial TMM ditangkap Satuan Narkoba Polres Bandara Soekarno-Hatta , Tangerang , Banten , Jumat ( 22/4 ) pukul 18 . 00 WIB . Tersangka ditangkap karena membawa ganja kering seberat 3 , 1 gram . Menurut Kapolres Bandara Soekarno-Hatta Ajun Komisaris Besar Polisi Firman , TMM ditangkap saat akan meninggalkan Jakarta menuju Bali . Tersangka ditangkap di Terminal II/F . Polisi curiga dengan tingkah laku tersangka yang kelihatan panik saat mendekati pintu pemeriksaan . Tersangka sempat lari dan membuang sesuatu . Setelah dilihat , barang tersebut adalah kemasan rokok yang di dalamnya berisi ganja kering . Tersangka mengaku memperoleh barang tersebut dari seseorang yang sekarang dalam pengejaran polisi . Rencananya , ganja tersebut dibawa ke Denpasar , Bali , untuk dikonsumsi sendiri . Tersangka saat ini menjabat sebagai Komisaris PT Perusahaan Pengelola Aset . ( YYT/Grace Natalie dan Dwi Guntoro ) .","TMM , mantan Deputi Kepala Badan Penyehatan Perbankan Nasional ( BPPN ) Bidang Asset Management Investment , ditangkap Polres Bandara Soekarno-Hatta karena membawa ganja saat akan ke Bali ."
"Liputan6 . com , Jakarta : Mulyana Wira Kusumah , anggota Komisi Pemilihan Umum yang menjadi tersangka penyuapan auditor Badan Pemeriksa Keuangan , mengeluarkan pernyataan tertulis berkaitan dengan diserahkannya hasil audit investigasi BPK kepada DPR , Kamis silam . Mulyana tetap menilai hasil audit tidak objektif . Lantaran itulah ia menyambut baik rencana KPU mengklarifikasi temuan BPK tersebut . "" Dalam kaitan itu , perlu diungkap seluruh dinamika interaksi antara KPU maupun unsur-unsur di Sekretariat Jenderal KPU dengan para auditor BPK , "" tandas Mulyana dalam pernyataan yang dibacakan putrinya , Gina Santiyana di depan Rumah Tahanan Salemba , Jakarta Pusat , Sabtu ( 23/4 ) siang . Dalam pernyataan tertulisnya itu Mulyana menuturkan bahwa hasil audit BPK , khususnya mengenai pengadaan kotak suara sudah diperkirakan bias . Mulyana juga mengatakan , saat ini ia sudah meminta kepada mantan anggota panitia yang dipimpinnya untuk kembali menyiapkan tanggapan faktual atas hasil audit BPK . Laporan yang diminta terkait dengan pengadaan kotak suara pemilihan umum legislatif 2004 yang menggunakan dana sekitar Rp 350 miliar . Dari jumlah itu BPK menduga terjadi penyelewengan keuangan negara sebesar Rp 66 miliar [ baca : Hasil Audit BPK Sudah Bisa Diklarifikasi ] . Mulyana kembali menegaskan dirinya menyambut baik apabila KPU dapat menjelaskan masalah itu kepada publik . Terutama pada sisi arus penggunaan dana pengadaan kotak suara . Ia berharap klarifikasi itu bisa membuka mata dan hati masyarakat bukan hanya tentang objek di sekitar laporan BPK , tetapi juga faktor-faktor lain yang berpengaruh terhadap tersusunnya laporan tersebut . KPU akan menggelar jumpa pers khusus berkaitan dengan hasil audit investigasi BPK itu pada Senin lusa . ( DEN/Tascha Liudmila dan Muhamad Guntur ) .",Anggota KPU Mulyana W . Kusumah menyambut baik rencana KPU mengklarifikasi temuan BPK . Klarifikasi itu bisa membuka mata dan hati publik tentang hal-hal yang berpengaruh atas tersusunnya laporan BPK .
"Liputan6 . com , Bandung : Kota Bandung siap menerima kedatangan kepala negara dan delegasi peserta Konferensi Tingkat Tinggi Asia-Afrika ( KTT AA ) yang akan menghadiri peringatan ke-50 Konferensi Asia Afrika . Mulai Sabtu ( 23/4 ) sekitar pukul 15 . 00 Gedung Merdeka di Jalan Asia-Afrika termasuk Jalan Braga , Bandung , Jawa Barat ditutup untuk umum . Hanya polisi dan tentara yang boleh lalu lalang di depan gedung , tempat para tamu akan mengikuti acara , Ahad besok . Bila tak ada aral melintang , Presiden Susilo Bambang Yudhoyono akan datang ke Bandung pukul 22 . 00 WIB . Presiden berniat meninjau persiapan terakhir di Gedung Merdeka dan memantau kawasan Jalan Asia Afrika serta Jalan Braga [ baca : Penjagaan di Tol Cipularang Longgar ] . Adapun agenda perayaan emas KAA Bandung besok , diisi serangkaian upacara dan foto bersama . Selanjutnya , para kepala negara dijadwalkan menandatangani Deklarasi Kemitraan Strategis Baru Asia-Afrika hasil pertemuan KTT AA di Jakarta . Deklarasi Kemitraan Strategis Baru Asia-Afrika atau New Asian-African Strategic Partnership diharapkan menjadi kerangka memperkuat hubungan solidaritas politik , ekonomi , dan sosial budaya . Kerangka ini bertujuan mencapai kejayaan negara-negara di kedua benua pada masa depan dengan membuka pintu dialog dan menjalin kerja sama saling menguntungkan . Dalam deklarasi juga tercantum bidang hak asasi manusia dan kerja sama di bidang perekonomian . Untuk masalah HAM , para peserta KTT AA sepakat bahwa kemerdekaan adalah kebutuhan paling mendasar sehingga tak bisa diganggu gugat . Sementara untuk lebih mempererat jalinan kebersamaan akan dikembangkan lagi kerja sama di bidang perdagangan , industri , pertanian , perikanan , pariwisata , dan teknologi serta komunikasi . ( KEN/Tim Liputan 6 SCTV ) .","Presiden Susilo Bambang Yudhoyono Sabtu malam akan meninjau kesiapan peringatan ke-50 Konferensi Asia Afrika di Gedung Merdeka , Bandung , Jabar . Deklarasi hasil KTT AA akan ditandatangani besok ."
"Liputan6 . com , Jakarta : Konferensi Tingkat Tinggi Asia-Afrika secara resmi ditutup oleh Presiden Susilo Bambang Yudhoyono dan Presiden Afrika Selatan Thabo Mvuyelwa Mbeki di Jakarta , Sabtu ( 23/4 ) . Negara-negara peserta KTT juga sepakat mempererat kerja sama di bidang perdagangan , industri , pertanian , perikanan , pariwisata , teknologi informasi , dan komunikasi . Dalam sambutannya , Presiden SBY optimistis deklarasi ini akan meningkatkan kemampuan negara-negara Asia dan Afrika , terutama masalah kemiskinan . Konferensi selama dua hari itu menghasilkan sejumlah kesepakatan . Antara lain , Deklarasi Kemitraan Strategis Baru Asia-Afrika ( Declaration New Asian-African Strategic Partnership ) yang ditandatangani 86 negara peserta KTT AA . Deklarasi ini bertujuan mencapai kejayaan Asia-Afrika di masa datang . Untuk mengimplementasikan deklarasi itu , peserta sepakat melakukan pertemuan tingkat menteri setiap dua tahun sekali dan antarkepala negara setiap empat tahun . Negara-negara di dua benua juga berkomitmen membuka dialog dan pengakuan berdasarkan kerja sama saling menguntungkan . Mereka berpendapat , kemerdekaan adalah hal paling mendasar , termasuk hak untuk membangun . Para peserta KTT AA juga berkomitmen membangun sistem peringatan dini bencana alam terutama masalah gempa dan Tsunami . Usai menutup KTT AA , SBY kemudian meninjau kesiapan pelaksanaan peringatan Konferensi Asia-Afrika di Gedung Merdeka , Bandung , Jawa Barat . Presiden dan rombongan tiba di Bandung pukul 23 . 00 WIB atau terlambat satu jam dari jadwal . Presiden langsung meneliti satu per satu bagian gedung bersejarah itu dan memberikan pengarahan kepada petugas yang akan melayani pimpinan negara Asia-Afrika . Setelah itu , SBY meninjau Lapangan Tegallega dan Gedung Sate ( kompleks gubernur ) yang akan dipakai sebagai tempat peringatan KAA , Ahad ini [ baca : Bandung Siap Menerima Tamu Negara ] . ( YAN/Tim Liputan 6 SCTV ) .","Konferensi selama dua hari ini menghasilkan Deklarasi Kemitraan Strategis Baru Asia-Afrika untuk mencapai kejayaan Asia dan Afrika . Dalam pidato sambutan , SBY optimistis deklarasi ini dapat direalisasikan ."
"Liputan6 . com , Depok : Tim Buru Sergap Kepolisian Resor Metro Depok telah meringkus seluruh tahanan yang kabur dari sel Kepolisian Sektor Bojonggede , Depok , Jawa Barat . Dua dari empat tahanan yang baru dibekuk itu ditangkap di sebuah pesantren di Desa Pasir Erek , Cipucang , Pandeglang , Banten . Hingga Sabtu ( 23/4 ) , Yosep dan Jajang diperiksa secara intensif . Empat tahanan yang terakhir ditangkap bernama Jajang Suparman , Hermansyah , Kamaruzaman , dan Riki Bahri . Sementara tiga lain yakni Yosep , Muhamad Rizki , dan Muhsin telah dibekuk dua pekan silam . Ketujuh tahanan saling membantah dituduh sebagai otak pelarian [ baca : Polisi Masih Memburu Empat Tahanan yang Kabur ] . ( YAN/Satriana Budi dan Budi Sukmadianto ) .","Ketujuh tahanan Polsek Bojonggede , Depok , Jabar telah dibekuk Tim Buser Polres Depok . Perburuan berakhir setelah polisi menangkap empat tahanan . Sedangkan tiga lainnya sudah dibekuk dua pekan silam ."
"Liputan6 . com , Kutai : Korban banjir di Kabupaten Kutai Barat dan Kutai Kartanegara , Kalimantan Timur , mulai terjangkit penyakit . Tapi , para korban tak segera mendapatkan pelayanan kesehatan karena sejumlah pusat kesehatan masyarakat ikut terendam air . Posko pelayanan kesehatan pun belum didirikan di lokasi bencana . Akibatnya , warga mendapat pengobatan seadanya dengan obat-obatan yang mereka miliki yang biasa dijual di warung . Penyakit yang diderita korban banjir , terutama anak-anak , adalah gatal-gatal dan sakit saluran pencernaan [ baca : Banjir di Kutai Kartanegara Belum Surut ] . Berdasarkan pemantauan SCTV , baru-baru ini , banyak warga yang membawa pengungsi yang sakit dengan perahu kayu , harus kembali . Pasalnya , mereka mendapati kantor puskesmas terendam banjir dan tak dapat difungsikan . Puskesmas di Desa Liang , di bantaran Sungai Mahakam , misalnya . Peralatan kesehatan yang ada di puskesmas itu kini sudah dipindahkan ke tempat yang lebih tinggi . Sejauh ini , korban banjir di 25 kecamatan di kedua kabupaten itu juga kekurangan air bersih . Untuk mengantisipasinya mereka terpaksa mengambil air banjir untuk diminum . Tak heran , banyak korban banjir yang mulai terjangkit sejumlah penyakit [ baca : Korban Banjir Kutai Kekurangan Air Bersih ] . ( ORS/Polmart Aritonang ) .","Penyakit yang diderita korban banjir di Kutai Barat dan Kutai Kartanegara , Kaltim , adalah gatal-gatal dan pencernaan . Puskesmas dan posko pelayanan kesehatan di lokasi banjir tak bisa difungsikan ."
"Liputan6 . com , Nias : Aktivitas Kantor Bupati Nias di Gunung Sitoli , baru-baru ini , dipindahkan ke tenda darurat di halaman Kantor Bupati . Langkah ini dilakukan karena kondisi dinding gedung sudah retak dan pondasi bergeser setelah beberapa kali diguncang gempa . Pihak Sekretaris Kabupaten Nias menyatakan , gempa juga telah menghancurkan dan merusak sekitar 80 persen gedung pemerintahan lainnya di Nias . Perbaikan seluruh fasilitas umum yang rusak diperkirakan membutuhkan waktu lima tahun . Pegawai Kantor Bupati Nias di tenda darurat menjalankan tugas administratif seperti biasa . Selain itu , mereka ikut membantu tugas Satuan Koordinasi Pelaksana Penanggulangan Bencana mendistribusikan bantuan untuk korban gempa . Tugas ini terpaksa dilakukan di luar gedung karena hingga Kamis dini hari silam , Nias masih diguncang gempa berkekuatan 4 , 5 skala Richter [ baca : Warga Nias Kembali Digoyang Isu Tsunami ] . ( YAN/Yusril Ardanis dan Bondan Wicaksono ) .",Pegawai Kantor Bupati Nias terpaksa beraktivitas di halaman gedung karena dinding kantor retak dan pondasi bergeser digoyang gempa . Mereka mengerjakan tugas administratif dan membantu menyebarkan bantuan .
"Liputan6 . com , Jakarta : Negara peserta Konferensi Tingkat Tinggi ( KTT ) Asia-Afrika ( AA ) yang sebagian besar menjadi anggota kelompok G-33 meminta Organisasi Perdagangan Dunia ( WTO ) memberikan perlakuan khusus terhadap beberapa jenis produk pertanian dalam liberalisasi perdagangan . Hal ini dimaksudkan untuk memberikan perlindungan produk pertanian dalam negeri dari produk impor . Demikian dikemukakan Menteri Perdagangan Mari Pangestu usai bertemu sejumlah anggota delegasi G-33 yang sedang berada di Jakarta untuk mengikuti KTT AA , baru-baru ini . Mari mengatakan , kelompok G-33 yang saat ini sudah beranggotakan 42 negara berharap dalam sidang WTO di Hongkong , Desember mendatang , pemberlakuan liberalisasi produk pertanian tidak diterapkan pada semua jenis produk . Perdagangan produk pertanian untuk ketahanan pangan dan pengentasan kemiskinan serta pengembangan wilayah , Mari mengungkapkan , harus dibebaskan dari liberalisasi perdagangan . Dia juga berharap , adanya tarif masuk terhadap produk pangan , seperti beras dan kedelai , akan membuat produk-produk tersebut terbebas dari serbuan barang sejenis dari negara maju yang harganya jauh lebih murah . Negara-negara anggota G-33 ditambah sembilan negara anggota baru , di antaranya : Antigua dan Barbuda , Barbados , Cina , Grenada , Guyana , Haiti , Honduras , India , Indonesia , Jamaika , dan Kenya . Ada juga Korsel , Kongo , Kuba , Mauritius , Mozambik , Nikaragua , Nigeria , Pakistan , Panama , Pantai Gading , Peru , Filipina , Republik Dominika , Senegal , Srilanka , Suriname , Tanzania , Trinidad dan Tobago , Turki , Uganda , Venezuela , dan Zimbabwe . ( ZIZ/Andi Yarman dan Anto Susanto ) .",Negara-negara kelompok G-33 yang sebagian besar menjadi peserta KTT Asia-Afrika meminta WTO memberikan perlakuan khusus terhadap beberapa jenis produk pertanian dalam liberalisasi perdagangan .
"Liputan6 . com , Pemalang : Mustofa kebingungan . Anaknya , Siti Marwiyah , menderita kanker payudara yang tak kunjung sembuh . Karena tak punya biaya operasi , kanker ganas yang diderita Siti kini berukuran hingga seukuran bantal . Sejak empat tahun silam , Siti tak mampu beranjak dari tempat tidur . Untuk makan , minum , bahkan buang air besar , dia lakukan sambil berbaring di tempat tidur . Keluarga Mustofa tinggal di rumah sederhana di Desa Banjarmulya , Pemalang , Jawa Tengah . Mustofa hanya mengandalkan pendapatan dari warung kecil untuk mencukupi kebutuhan hidup . Kepala keluarga yang bekerja sebagai buruh tani serabutan itu sudah tiga bulan menganggur . Sebelumnya , kebutuhan ekonomi keluarga Mustofa bersandar pada Ansori , suami Siti . Namun , Ansori yang bekerja sebagai buruh pabrik terkena pemutusan hubungan kerja . Kanker yang bersarang di payudara kanan Siti sebenarnya pernah dioperasi pada 1995 , saat ukuran kanker baru sebesar jari tangan . Selang beberapa bulan setelah operasi , kanker justru membesar . Mustofa bukan tak mau kembali membawa anaknya ke rumah sakit . Permintaan Kartu Jaring Pengaman Sosial yang menjadi harapannya ditolak pemerintah setempat dengan alasan terlalu banyak permintaan serupa dari warga lain . Harapan satu-satunya kini adalah uluran tangan dermawan . ( YAN/Budi Harto ) .",Siti Marwiyah telah empat tahun hidup tersiksa akibat kanker payudara yang diderita . Bapaknya yang bekerja sebagai buruh tani telah tiga bulan menganggur . Begitu pula suaminya .
"Liputan6 . com , Jakarta : Jalan Tol Cipularang ( Cikampek-Purwakarta-Padalarang ) secara resmi dioperasikan Sabtu ( 23/4 ) . Jalur ini pertama kali digunakan para delegasi Konferensi Tingkat Tinggi Asia-Afrika ( KTT AA ) yang akan memperingati ke-50 Konferensi Asia Afrika di Gedung Merdeka , Bandung , Jawa Barat . Kendati sudah dapat dilalui para delegasi KTT AA , sejumlah pekerjaan masih dilakukan , seperti merapikan bahu jalan , menanami rumput , dan mengamankan tol dari bencana longsor . Polisi dan TNI berpatroli secara berkala di sepanjang jalur tol . Para penembak jitu turut ditempatkan di sekitar jalan tol . Rencananya , sesudah peringatan 50 tahun KAA selesai , jalur tol Cipularang segera dibuka untuk umum [ baca : Tol Cipularang Akan Digunakan Delegasi KAA ] . Jalur ini dimulai dari pintu tol Sadang hingga memasuki daerah Padalarang . Jalur Cipularang mempunyai jarak tempuh sekitar 41 kilometer . Dengan jalan tol baru ini , waktu tempuh dari Jakarta menuju Bandung yang mencapai tiga hingga empat jam menjadi hanya 1 , 5 hingga dua jam . Jalan tol Cipularang diharapkan dapat mengurangi kepadatan lalu lintas Jakarta-Bandung . ( DNP/Tommy Fadjar dan Teguh Dwi Hartono ) .","Jalan Tol Cipularang pertama kali digunakan para delegasi KTT AA yang akan memperingati 50 tahun Konferensi Asia Afrika di Gedung Merdeka , Bandung , Jabar . Waktu tempuh Jakarta-Bandung menjadi 1 , 5 jam ."
"Liputan6 . com , Surabaya : Polemik dalam tubuh Partai Kebangkitan Bangsa tampaknya belum menemui titik akhir . Ketua DPW PKB Jawa Timur Choirul Anam di Surabaya , Jatim , Sabtu ( 23/4 ) , mengatakan akan menuntut penyelenggara Muktamar ke-2 PKB di Semarang , Jawa Tengah . Choirul menilai Muktamar ke-2 PKB itu tidak sah karena melanggar AD/ART partai . Gugatan ini bisa didaftarkan maksimal 10 hari setelah penyelenggaraan muktamar . Sebelumnya , Kiai Haji Abdullah Faqih meminta kelompok Saifullah Yusuf atau Gus Ipul islah alias berdamai dengan Ketua Dewan Syuro PKB Kiai Haji Abdurrahman Wahid atau Gus Dur . Permintaan itu disampaikan Faqih kepada Saifullah Yusuf , Choirul Anam , Mahfud Md dan Khofifah Indar Parawansa yang berkunjung ke Pondok Pesantren Langitan , Tuban , Jatim [ baca : Kiai Langitan Meminta Gus Ipul-Gus Dur Islah ] . Namun , menurut Choirul , hal itu tidak mungkin . Kendati begitu , dia berharap semua berjalan baik dan tidak ada yang saling menjatuhkan . Hal serupa disampaikan Gus Ipul . Namun , dia menganggap perbedaan pendapat dalam partai ini tidak perlu didramatisir seolah-olah PKB akan pecah . Di Pasrepan , Pasuruan , Jatim , massa tak dikenal melempari rumah Ketua DPC PKB Pasuruan Misbahul Munir . Pada awalnya , massa ingin bertemu dengan Munir . Namun , yang bersangkutan tak ada di tempat . Diduga , aksi ini berkaitan dengan kekesalan mereka karena DPC PKB Pasuruan dinilai mengingkari hasil Muktamar PKB di Semarang dan melecehkan Gus Dur . ( DNP/Nurul Rahmawati dan John Lempo ) .","Ketua DPW Partai Kebangkitan Bangsa Jawa Timur Choirul Anam berencana menuntut penyelenggara Muktamar ke-2 PKB di Semarang , Jateng . Choirul menilai Muktamar PKB tidak sah karena melanggar AD/ART partai ."
"Liputan6 . com , Lamongan : Bus Kramat Jati jurusan Surabaya-Jakarta menabrak dua sepeda motor di sebuah jalan raya di Lamongan , Jawa Timur , baru-baru ini . Tiga orang yang menumpang sepeda motor itu tewas seketika . Jenazah Kurdi dan Suteno asal Lamongan , dan Simit asal Jombang , Jatim , dibawa ke Pusat Kesehatan Masyarakat Karang Kembang . Insiden terjadi saat dua sepeda motor yang dikendarai para korban hendak berbelok arah . Namun , tak dinyana , bus yang dikemudikan Slamet asal Kudus , Jatim , itu menyeruduk dua sepeda motor . Kecelakaan juga terjadi di Trowulan , Mojokerto , Jatim . Bus Maju tujuan Surabaya-Solo menabrak gapura di perempatan Trowulan , Mojokerto . Menyusul kecelakaan ini , delapan penumpang bus menderita luka berat di kepala . Kelima korban itu , yakni Wiji , Suryani , Kristi , Sujiati , dan Sumiran terpaksa dirawat RS Islam Sakinah , Mojokerto , Jatim . Sedangkan sisanya dirawat di Rumah Sakit Umum Daerah dokter Wahidin , Mojokerto . Berdasarkan informasi yang dihimpun SCTV , kecelakaan bermula saat bus yang melaju dari arah Surabaya berusaha mendahului truk dari bahu jalan . Di perempatan jalan di Trowulan , mendadak muncul becak yang akan menyeberang . Sopir bus yang panik membanting stir ke kiri dan menabrak gapura . Laju bus baru berhenti setelah masuk ke dalam parit . Personel Kepolisian Resor Mojokerto menduga kecelakaan disebabkan sopir bus yang ugal-ugalan . Sejauh ini , polisi masih memburu sopir bus dan kernet yang melarikan diri . ( MAK/Bambang Ronggo dan Kodim ) .","Bus jurusan Surabaya-Jakarta itu menabrak dua sepeda motor yang berniat memutar di sebuah jalan raya di Lamongan , Jawa Timur . Kurdi , Suteno , dan Simit tewas seketika dalam kecelakaan ini ."
"Liputan6 . com , Denpasar : Komandan Pos Satuan Tugas Pasukan Pengamanan Perbatasan ( Paspamtas ) Letnan Satu Artileri Teddy Setiawan menjadi korban penembakan di Dilumil , perbatasan antara Kabupaten Belu dan Distrik Kovalima , Republik Demokratik Timor Leste , baru-baru ini . Dia terluka tembak di bagian pangkal paha kiri saat berusaha menyergap penyelundup bahan bakar minyak di Dilumil . Penembak diduga para penyelundup BBM . Teddy kemudian dievakuasi ke Ruang Unit Gawat Darurat Rumah Sakit Udayana , Denpasar , Bali , setelah sempat dirawat di Kupang , Nusatenggara Timur . Rencananya , dia akan menjalani operasi perbaikan tulang paha oleh dokter ahli bedah dan dokter ahli tulang di Bali . Hasil foto rontgen menyebutkan , Teddy menderita luka tembak serius di pangkal paha . Peluru itu diduga berasal dari bagian belakang paha dan tembus hingga bagian depan melewati tulang paha dan merusak kepala sendi pangkal paha . Insiden bermula ketika Teddy bersama 10 anak buahnya terlibat kontak senjata saat menyergap pelaku penyelundupan BBM yang sering beroperasi di perbatasan Indonesia-Timor Leste . ( ZIZ/Didimus Payong Dore dan Putus Setiawan ) .",Lettu Artileri Teddy Setiawan ditembak saat bersama 10 anak buahnya menyergap penyelundup BBM di perbatasan Indonesia-Timor Leste . Korban menderita luka parah di kaki kanan dan harus dievakuasi ke Bali .
"Liputan6 . com , Ambon : Sebuah bungkusan karton putih berisi bangkai kucing sempat membuat panik warga Ambon , Maluku , Sabtu ( 23/4 ) sekitar pukul 19 . 30 WIT . Karton putih yang diletakkan orang tak dikenal itu ditemukan warga di atas trotoar di Jalan Sultan Khairun , di depan Kantor Pusat Bank Central Asia Ambon . Warga yang curiga dengan isi bungkusan lalu melaporkan temuan ini ke pos polisi terdekat . Tim Penjinak Bahan Peledak ( Jihandak ) Kepolisian Daerah Maluku yang menerima laporan segera meluncur ke lokasi . Polisi segera mengamankan benda mencurigakan itu . Berdasarkan pemantauan SCTV , lokasi kejadian sempat ditutup dan dipasang garis polisi ( police line ) . Karton itu kemudian dibawa ke Markas Polda Maluku untuk diselidiki lebih lanjut . Sabtu siang , pusat perbelanjaan Ambon Plaza mendapat ancaman bom . Informasi soal bom itu disampaikan seorang pedagang di Blok C lantai I ke aparat keamanan Ambon Plaza . Namun , saat Tim Jihandak menyisir lokasi , tak ditemukan bom itu [ baca : Ambon Plaza Mendapat Ancaman Bom ] . ( MAK/Sahlan Heluth dan Juhri Samanery ) .","Sebuah karton putih di trotoar di Jalan Sultan Khairun , Ambon , Maluku , sempat membuat warga curiga dan melaporkan kepada pos polisi terdekat . Tim Jihandak Polda Maluku menemukan bangkai kucing ."
"Liputan6 . com , Jakarta : Konferensi Tingkat Tinggi Asia-Afrika 2005 resmi ditutup , Sabtu ( 23/4 ) . Tak sedikit kalangan yang pesimistis akan hasil KAA kali ini . Salah satunya adalah Des Alwi , saksi sejarah KAA 1955 di Bandung , Jawa Barat . Bagi Des Alwi , KAA kali ini tak akan mungkin mengulang keberhasilan konferensi yang sama 50 tahun silam . Des meyakini antusiasme para kepala negara dan kepala pemerintahan memenuhi undangan 50 tahun KAA tak lebih dari sekadar romantisme dan nostalgia . Sedikit mengulang pada KAA di Bandung , Des Alwi menceritakan , persiapan KAA ketika itu sangatlah rumit . Ini terutama karena Indonesia , apalagi Bandung yang menjadi tempat penyelenggaraan konferensi belum dikenal . "" Orang tahu revolusi kita [ Indonesia ] , makanya saya bawa film-film tentang Bandung dari PFN [ Pusat Film Nasional ] , "" ujar Des yang kala itu menjadi atase Indonesia Bidang Media Massa di Markas Perserikatan Bangsa-Bangsa di Jenewa , Swiss . Des Alwi menambahkan , tiga bulan dibutuhkan untuk promosi KAA yang semuanya dipusatkan di Jenewa [ Markas Besar PBB ] . Tak diduga , hasilnya ternyata positif . Beberapa negara Asia dan Afrika , seperti Kenya , Tanzania , bahkan Malaysia , merdeka setelah KAA pada 1955 . Tak hanya itu , peranan KAA saat itu juga besar untuk menyatukan bangsa-bangsa Asia dan Afrika . "" Orang Barat juga insyaf , "" ujar tokoh Maluku itu . ( ORS/Anastasya Andriarti dan Eko Saktia ) .","Bagi Des Alwi , gaung keberhasilan KAA 50 tahun lampau tidak mungkin lagi terulang pada KTT Asia-Afrika 2005 . Antusiasme para peserta KTT Asia-Afrika kali ini tak lebih dari sekadar romantisme dan nostalgia ."
